year,month,month_num,race,gender,age_group,education_level,industry,labor_force_thousands,employed_thousands,unemployed_thousands,unemployment_rate
2024,August,8,Hispanic,Male,20-24,Less than High School,Finance,266,227,39,14.8
2024,August,8,Hispanic,Male,20-24,Less than High School,Technology,269,239,30,11.5
2024,August,8,Hispanic,Male,20-24,Less than High School,Education,281,242,39,14.2
2024,August,8,Hispanic,Male,20-24,Less than High School,Retail,275,216,59,21.5
2024,August,8,Hispanic,Male,20-24,High School,Healthcare,559,508,51,9.2
2024,August,8,Hispanic,Male,20-24,High School,Finance,535,480,55,10.3
2024,August,8,Hispanic,Male,20-24,High School,Technology,551,507,44,8.1
2024,August,8,Hispanic,Male,20-24,High School,Education,544,491,53,9.8
2024,August,8,Hispanic,Male,20-24,High School,Retail,539,458,81,15.2
2024,August,8,Hispanic,Male,20-24,Some College,Healthcare,464,431,33,7.2
2024,August,8,Hispanic,Male,20-24,Some College,Finance,449,413,36,8.2
2024,August,8,Hispanic,Male,20-24,Some College,Technology,454,426,28,6.3
2024,August,8,Hispanic,Male,20-24,Some College,Education,465,430,35,7.6
2024,August,8,Hispanic,Male,20-24,Some College,Retail,456,402,54,12.0
2024,August,8,Hispanic,Male,20-24,Bachelor's+,Healthcare,543,522,21,3.9
2024,August,8,Hispanic,Male,20-24,Bachelor's+,Finance,546,522,24,4.4
2024,August,8,Hispanic,Male,20-24,Bachelor's+,Technology,537,519,18,3.4
2024,August,8,Hispanic,Male,20-24,Bachelor's+,Education,558,535,23,4.3
2024,August,8,Hispanic,Male,20-24,Bachelor's+,Retail,541,505,36,6.7
2024,August,8,Hispanic,Male,25-34,Less than High School,Healthcare,536,497,39,7.4
2024,August,8,Hispanic,Male,25-34,Less than High School,Finance,545,500,45,8.3
2024,August,8,Hispanic,Male,25-34,Less than High School,Technology,552,516,36,6.6
2024,August,8,Hispanic,Male,25-34,Less than High School,Education,544,502,42,7.8
2024,August,8,Hispanic,Male,25-34,Less than High School,Retail,551,485,66,12.0
2024,August,8,Hispanic,Male,25-34,High School,Healthcare,1073,1019,54,5.1
2024,August,8,Hispanic,Male,25-34,High School,Finance,1070,1007,63,5.9
2024,August,8,Hispanic,Male,25-34,High School,Technology,1098,1048,50,4.6
2024,August,8,Hispanic,Male,25-34,High School,Education,1126,1065,61,5.5
2024,August,8,Hispanic,Male,25-34,High School,Retail,1102,1009,93,8.5
2024,August,8,Hispanic,Male,25-34,Some College,Healthcare,927,890,37,4.0
2024,August,8,Hispanic,Male,25-34,Some College,Finance,908,866,42,4.7
2024,August,8,Hispanic,Male,25-34,Some College,Technology,923,889,34,3.7
2024,August,8,Hispanic,Male,25-34,Some College,Education,940,900,40,4.3
2024,August,8,Hispanic,Male,25-34,Some College,Retail,914,853,61,6.7
2024,August,8,Hispanic,Male,25-34,Bachelor's+,Healthcare,1120,1096,24,2.2
2024,August,8,Hispanic,Male,25-34,Bachelor's+,Finance,1085,1059,26,2.4
2024,August,8,Hispanic,Male,25-34,Bachelor's+,Technology,1073,1054,19,1.8
2024,August,8,Hispanic,Male,25-34,Bachelor's+,Education,1085,1061,24,2.3
2024,August,8,Hispanic,Male,25-34,Bachelor's+,Retail,1088,1049,39,3.6
2024,August,8,Hispanic,Male,35-44,Less than High School,Healthcare,530,499,31,5.9
2024,August,8,Hispanic,Male,35-44,Less than High School,Finance,518,485,33,6.5
2024,August,8,Hispanic,Male,35-44,Less than High School,Technology,535,508,27,5.1
2024,August,8,Hispanic,Male,35-44,Less than High School,Education,538,505,33,6.2
2024,August,8,Hispanic,Male,35-44,Less than High School,Retail,527,477,50,9.5
2024,August,8,Hispanic,Male,35-44,High School,Healthcare,1062,1018,44,4.2
2024,August,8,Hispanic,Male,35-44,High School,Finance,1054,1006,48,4.6
2024,August,8,Hispanic,Male,35-44,High School,Technology,1045,1006,39,3.8
2024,August,8,Hispanic,Male,35-44,High School,Education,1043,998,45,4.4
2024,August,8,Hispanic,Male,35-44,High School,Retail,1033,962,71,6.9
2024,August,8,Hispanic,Male,35-44,Some College,Healthcare,852,825,27,3.2
2024,August,8,Hispanic,Male,35-44,Some College,Finance,894,861,33,3.7
2024,August,8,Hispanic,Male,35-44,Some College,Technology,898,872,26,3.0
2024,August,8,Hispanic,Male,35-44,Some College,Education,875,844,31,3.6
2024,August,8,Hispanic,Male,35-44,Some College,Retail,868,823,45,5.2
2024,August,8,Hispanic,Male,35-44,Bachelor's+,Healthcare,1031,1012,19,1.9
2024,August,8,Hispanic,Male,35-44,Bachelor's+,Finance,1057,1034,23,2.2
2024,August,8,Hispanic,Male,35-44,Bachelor's+,Technology,1067,1051,16,1.5
2024,August,8,Hispanic,Male,35-44,Bachelor's+,Education,1061,1043,18,1.7
2024,August,8,Hispanic,Male,35-44,Bachelor's+,Retail,1026,999,27,2.7
2024,August,8,Hispanic,Male,45-54,Less than High School,Healthcare,506,478,28,5.6
2024,August,8,Hispanic,Male,45-54,Less than High School,Finance,502,471,31,6.2
2024,August,8,Hispanic,Male,45-54,Less than High School,Technology,509,485,24,4.8
2024,August,8,Hispanic,Male,45-54,Less than High School,Education,511,482,29,5.8
2024,August,8,Hispanic,Male,45-54,Less than High School,Retail,509,465,44,8.8
2024,August,8,Hispanic,Male,45-54,High School,Healthcare,998,959,39,4.0
2024,August,8,Hispanic,Male,45-54,High School,Finance,1005,960,45,4.5
2024,August,8,Hispanic,Male,45-54,High School,Technology,1024,989,35,3.5
2024,August,8,Hispanic,Male,45-54,High School,Education,981,940,41,4.2
2024,August,8,Hispanic,Male,45-54,High School,Retail,1019,956,63,6.2
2024,August,8,Hispanic,Male,45-54,Some College,Healthcare,819,794,25,3.1
2024,August,8,Hispanic,Male,45-54,Some College,Finance,854,825,29,3.4
2024,August,8,Hispanic,Male,45-54,Some College,Technology,822,801,21,2.6
2024,August,8,Hispanic,Male,45-54,Some College,Education,838,811,27,3.3
2024,August,8,Hispanic,Male,45-54,Some College,Retail,823,784,39,4.8
2024,August,8,Hispanic,Male,45-54,Bachelor's+,Healthcare,1019,1002,17,1.7
2024,August,8,Hispanic,Male,45-54,Bachelor's+,Finance,990,973,17,1.8
2024,August,8,Hispanic,Male,45-54,Bachelor's+,Technology,973,961,12,1.3
2024,August,8,Hispanic,Male,45-54,Bachelor's+,Education,993,974,19,2.0
2024,August,8,Hispanic,Male,45-54,Bachelor's+,Retail,1021,992,29,2.9
2024,August,8,Hispanic,Male,55+,Less than High School,Healthcare,514,488,26,5.1
2024,August,8,Hispanic,Male,55+,Less than High School,Finance,518,487,31,6.0
2024,August,8,Hispanic,Male,55+,Less than High School,Technology,521,498,23,4.5
2024,August,8,Hispanic,Male,55+,Less than High School,Education,537,509,28,5.4
2024,August,8,Hispanic,Male,55+,Less than High School,Retail,534,489,45,8.6
2024,August,8,Hispanic,Male,55+,High School,Healthcare,1032,995,37,3.6
2024,August,8,Hispanic,Male,55+,High School,Finance,1061,1018,43,4.1
2024,August,8,Hispanic,Male,55+,High School,Technology,1058,1026,32,3.1
2024,August,8,Hispanic,Male,55+,High School,Education,1017,978,39,3.9
2024,August,8,Hispanic,Male,55+,High School,Retail,1022,961,61,6.0
2024,August,8,Hispanic,Male,55+,Some College,Healthcare,882,857,25,2.9
2024,August,8,Hispanic,Male,55+,Some College,Finance,867,841,26,3.1
2024,August,8,Hispanic,Male,55+,Some College,Technology,895,871,24,2.7
2024,August,8,Hispanic,Male,55+,Some College,Education,895,867,28,3.2
2024,August,8,Hispanic,Male,55+,Some College,Retail,860,819,41,4.8
2024,August,8,Hispanic,Male,55+,Bachelor's+,Healthcare,1062,1044,18,1.7
2024,August,8,Hispanic,Male,55+,Bachelor's+,Finance,1020,1004,16,1.6
2024,August,8,Hispanic,Male,55+,Bachelor's+,Technology,1075,1059,16,1.5
2024,August,8,Hispanic,Male,55+,Bachelor's+,Education,1078,1060,18,1.7
2024,August,8,Hispanic,Male,55+,Bachelor's+,Retail,1053,1028,25,2.4
2024,August,8,Hispanic,Female,20-24,Less than High School,Healthcare,247,211,36,14.8
2024,August,8,Hispanic,Female,20-24,Less than High School,Finance,247,207,40,16.4
2024,August,8,Hispanic,Female,20-24,Less than High School,Technology,257,225,32,12.8
2024,August,8,Hispanic,Female,20-24,Less than High School,Education,248,210,38,15.5
2024,August,8,Hispanic,Female,20-24,Less than High School,Retail,248,189,59,24.1
2024,August,8,Hispanic,Female,20-24,High School,Healthcare,506,454,52,10.4
2024,August,8,Hispanic,Female,20-24,High School,Finance,503,445,58,11.6
2024,August,8,Hispanic,Female,20-24,High School,Technology,510,465,45,8.9
2024,August,8,Hispanic,Female,20-24,High School,Education,511,456,55,10.9
2024,August,8,Hispanic,Female,20-24,High School,Retail,513,428,85,16.6
2024,August,8,Hispanic,Female,20-24,Some College,Healthcare,416,382,34,8.3
2024,August,8,Hispanic,Female,20-24,Some College,Finance,426,388,38,9.0
2024,August,8,Hispanic,Female,20-24,Some College,Technology,418,389,29,7.1
2024,August,8,Hispanic,Female,20-24,Some College,Education,413,378,35,8.7
2024,August,8,Hispanic,Female,20-24,Some College,Retail,433,377,56,13.1
2024,August,8,Hispanic,Female,20-24,Bachelor's+,Healthcare,493,471,22,4.6
2024,August,8,Hispanic,Female,20-24,Bachelor's+,Finance,512,486,26,5.2
2024,August,8,Hispanic,Female,20-24,Bachelor's+,Technology,508,488,20,4.1
2024,August,8,Hispanic,Female,20-24,Bachelor's+,Education,510,487,23,4.7
2024,August,8,Hispanic,Female,20-24,Bachelor's+,Retail,513,476,37,7.3
2024,August,8,Hispanic,Female,25-34,Less than High School,Healthcare,508,467,41,8.2
2024,August,8,Hispanic,Female,25-34,Less than High School,Finance,497,451,46,9.3
2024,August,8,Hispanic,Female,25-34,Less than High School,Technology,509,472,37,7.3
2024,August,8,Hispanic,Female,25-34,Less than High School,Education,516,472,44,8.6
2024,August,8,Hispanic,Female,25-34,Less than High School,Retail,511,443,68,13.4
2024,August,8,Hispanic,Female,25-34,High School,Healthcare,1000,944,56,5.6
2024,August,8,Hispanic,Female,25-34,High School,Finance,1038,971,67,6.5
2024,August,8,Hispanic,Female,25-34,High School,Technology,990,942,48,4.9
2024,August,8,Hispanic,Female,25-34,High School,Education,983,925,58,6.0
2024,August,8,Hispanic,Female,25-34,High School,Retail,1032,938,94,9.2
2024,August,8,Hispanic,Female,25-34,Some College,Healthcare,854,814,40,4.7
2024,August,8,Hispanic,Female,25-34,Some College,Finance,848,805,43,5.1
2024,August,8,Hispanic,Female,25-34,Some College,Technology,825,794,31,3.8
2024,August,8,Hispanic,Female,25-34,Some College,Education,840,798,42,5.0
2024,August,8,Hispanic,Female,25-34,Some College,Retail,865,803,62,7.2
2024,August,8,Hispanic,Female,25-34,Bachelor's+,Healthcare,1033,1007,26,2.6
2024,August,8,Hispanic,Female,25-34,Bachelor's+,Finance,1010,984,26,2.6
2024,August,8,Hispanic,Female,25-34,Bachelor's+,Technology,992,970,22,2.3
2024,August,8,Hispanic,Female,25-34,Bachelor's+,Education,1014,987,27,2.7
2024,August,8,Hispanic,Female,25-34,Bachelor's+,Retail,1002,963,39,3.9
2024,August,8,Hispanic,Female,35-44,Less than High School,Healthcare,483,452,31,6.6
2024,August,8,Hispanic,Female,35-44,Less than High School,Finance,480,444,36,7.6
2024,August,8,Hispanic,Female,35-44,Less than High School,Technology,477,450,27,5.7
2024,August,8,Hispanic,Female,35-44,Less than High School,Education,485,453,32,6.8
2024,August,8,Hispanic,Female,35-44,Less than High School,Retail,496,444,52,10.6
2024,August,8,Hispanic,Female,35-44,High School,Healthcare,953,909,44,4.7
2024,August,8,Hispanic,Female,35-44,High School,Finance,990,940,50,5.1
2024,August,8,Hispanic,Female,35-44,High School,Technology,973,935,38,4.0
2024,August,8,Hispanic,Female,35-44,High School,Education,962,917,45,4.7
2024,August,8,Hispanic,Female,35-44,High School,Retail,978,903,75,7.7
2024,August,8,Hispanic,Female,35-44,Some College,Healthcare,830,800,30,3.7
2024,August,8,Hispanic,Female,35-44,Some College,Finance,791,757,34,4.3
2024,August,8,Hispanic,Female,35-44,Some College,Technology,787,764,23,3.0
2024,August,8,Hispanic,Female,35-44,Some College,Education,825,793,32,3.9
2024,August,8,Hispanic,Female,35-44,Some College,Retail,785,741,44,5.7
2024,August,8,Hispanic,Female,35-44,Bachelor's+,Healthcare,946,929,17,1.9
2024,August,8,Hispanic,Female,35-44,Bachelor's+,Finance,962,942,20,2.1
2024,August,8,Hispanic,Female,35-44,Bachelor's+,Technology,983,965,18,1.9
2024,August,8,Hispanic,Female,35-44,Bachelor's+,Education,952,931,21,2.3
2024,August,8,Hispanic,Female,35-44,Bachelor's+,Retail,953,924,29,3.1
2024,August,8,Hispanic,Female,45-54,Less than High School,Healthcare,447,420,27,6.2
2024,August,8,Hispanic,Female,45-54,Less than High School,Finance,471,439,32,6.8
2024,August,8,Hispanic,Female,45-54,Less than High School,Technology,472,447,25,5.5
2024,August,8,Hispanic,Female,45-54,Less than High School,Education,473,443,30,6.5
2024,August,8,Hispanic,Female,45-54,Less than High School,Retail,449,405,44,10.0
2024,August,8,Hispanic,Female,45-54,High School,Healthcare,937,898,39,4.2
2024,August,8,Hispanic,Female,45-54,High School,Finance,901,859,42,4.7
2024,August,8,Hispanic,Female,45-54,High School,Technology,940,906,34,3.7
2024,August,8,Hispanic,Female,45-54,High School,Education,907,865,42,4.7
2024,August,8,Hispanic,Female,45-54,High School,Retail,917,854,63,6.9
2024,August,8,Hispanic,Female,45-54,Some College,Healthcare,782,755,27,3.5
2024,August,8,Hispanic,Female,45-54,Some College,Finance,746,718,28,3.8
2024,August,8,Hispanic,Female,45-54,Some College,Technology,773,750,23,3.1
2024,August,8,Hispanic,Female,45-54,Some College,Education,774,746,28,3.7
2024,August,8,Hispanic,Female,45-54,Some College,Retail,775,732,43,5.6
2024,August,8,Hispanic,Female,45-54,Bachelor's+,Healthcare,923,906,17,1.9
2024,August,8,Hispanic,Female,45-54,Bachelor's+,Finance,944,924,20,2.2
2024,August,8,Hispanic,Female,45-54,Bachelor's+,Technology,915,901,14,1.6
2024,August,8,Hispanic,Female,45-54,Bachelor's+,Education,896,879,17,2.0
2024,August,8,Hispanic,Female,45-54,Bachelor's+,Retail,942,914,28,3.0
2024,August,8,Hispanic,Female,55+,Less than High School,Healthcare,483,455,28,5.9
2024,August,8,Hispanic,Female,55+,Less than High School,Finance,470,441,29,6.3
2024,August,8,Hispanic,Female,55+,Less than High School,Technology,474,450,24,5.1
2024,August,8,Hispanic,Female,55+,Less than High School,Education,489,460,29,6.0
2024,August,8,Hispanic,Female,55+,Less than High School,Retail,493,449,44,9.1
2024,August,8,Hispanic,Female,55+,High School,Healthcare,989,949,40,4.1
2024,August,8,Hispanic,Female,55+,High School,Finance,942,900,42,4.5
2024,August,8,Hispanic,Female,55+,High School,Technology,985,950,35,3.6
2024,August,8,Hispanic,Female,55+,High School,Education,980,937,43,4.4
2024,August,8,Hispanic,Female,55+,High School,Retail,991,927,64,6.5
2024,August,8,Hispanic,Female,55+,Some College,Healthcare,804,780,24,3.1
2024,August,8,Hispanic,Female,55+,Some College,Finance,798,768,30,3.8
2024,August,8,Hispanic,Female,55+,Some College,Technology,798,777,21,2.7
2024,August,8,Hispanic,Female,55+,Some College,Education,803,775,28,3.5
2024,August,8,Hispanic,Female,55+,Some College,Retail,830,787,43,5.3
2024,August,8,Hispanic,Female,55+,Bachelor's+,Healthcare,950,933,17,1.8
2024,August,8,Hispanic,Female,55+,Bachelor's+,Finance,996,979,17,1.8
2024,August,8,Hispanic,Female,55+,Bachelor's+,Technology,980,966,14,1.5
2024,August,8,Hispanic,Female,55+,Bachelor's+,Education,980,961,19,2.0
2024,August,8,Hispanic,Female,55+,Bachelor's+,Retail,957,930,27,2.9
2024,September,9,White,Male,20-24,Less than High School,Healthcare,1101,997,104,9.5
2024,September,9,White,Male,20-24,Less than High School,Finance,1101,985,116,10.6
2024,September,9,White,Male,20-24,Less than High School,Technology,1098,1005,93,8.5
2024,September,9,White,Male,20-24,Less than High School,Education,1090,980,110,10.1
2024,September,9,White,Male,20-24,Less than High School,Retail,1109,939,170,15.4
2024,September,9,White,Male,20-24,High School,Healthcare,2240,2093,147,6.6
2024,September,9,White,Male,20-24,High School,Finance,2186,2020,166,7.6
2024,September,9,White,Male,20-24,High School,Technology,2247,2119,128,5.7
2024,September,9,White,Male,20-24,High School,Education,2135,1982,153,7.2
2024,September,9,White,Male,20-24,High School,Retail,2246,2004,242,10.8
2024,September,9,White,Male,20-24,Some College,Healthcare,1875,1776,99,5.3
2024,September,9,White,Male,20-24,Some College,Finance,1800,1691,109,6.1
2024,September,9,White,Male,20-24,Some College,Technology,1841,1755,86,4.7
2024,September,9,White,Male,20-24,Some College,Education,1783,1682,101,5.7
2024,September,9,White,Male,20-24,Some College,Retail,1822,1669,153,8.4
2024,September,9,White,Male,20-24,Bachelor's+,Healthcare,2155,2091,64,3.0
2024,September,9,White,Male,20-24,Bachelor's+,Finance,2155,2089,66,3.1
2024,September,9,White,Male,20-24,Bachelor's+,Technology,2223,2168,55,2.5
2024,September,9,White,Male,20-24,Bachelor's+,Education,2176,2107,69,3.2
2024,September,9,White,Male,20-24,Bachelor's+,Retail,2260,2152,108,4.8
2024,September,9,White,Male,25-34,Less than High School,Healthcare,2131,2012,119,5.6
2024,September,9,White,Male,25-34,Less than High School,Finance,2131,2004,127,6.0
2024,September,9,White,Male,25-34,Less than High School,Technology,2251,2146,105,4.7
2024,September,9,White,Male,25-34,Less than High School,Education,2205,2075,130,5.9
2024,September,9,White,Male,25-34,Less than High School,Retail,2210,2018,192,8.7
2024,September,9,White,Male,25-34,High School,Healthcare,4366,4196,170,3.9
2024,September,9,White,Male,25-34,High School,Finance,4381,4189,192,4.4
2024,September,9,White,Male,25-34,High School,Technology,4446,4300,146,3.3
2024,September,9,White,Male,25-34,High School,Education,4463,4285,178,4.0
2024,September,9,White,Male,25-34,High School,Retail,4507,4237,270,6.0
2024,September,9,White,Male,25-34,Some College,Healthcare,3751,3635,116,3.1
2024,September,9,White,Male,25-34,Some College,Finance,3685,3564,121,3.3
2024,September,9,White,Male,25-34,Some College,Technology,3672,3570,102,2.8
2024,September,9,White,Male,25-34,Some College,Education,3612,3493,119,3.3
2024,September,9,White,Male,25-34,Some College,Retail,3748,3572,176,4.7
2024,September,9,White,Male,25-34,Bachelor's+,Healthcare,4349,4276,73,1.7
2024,September,9,White,Male,25-34,Bachelor's+,Finance,4484,4408,76,1.7
2024,September,9,White,Male,25-34,Bachelor's+,Technology,4270,4215,55,1.3
2024,September,9,White,Male,25-34,Bachelor's+,Education,4278,4206,72,1.7
2024,September,9,White,Male,25-34,Bachelor's+,Retail,4414,4300,114,2.6
2024,September,9,White,Male,35-44,Less than High School,Healthcare,2120,2031,89,4.2
2024,September,9,White,Male,35-44,Less than High School,Finance,2127,2028,99,4.7
2024,September,9,White,Male,35-44,Less than High School,Technology,2046,1965,81,4.0
2024,September,9,White,Male,35-44,Less than High School,Education,2096,2000,96,4.6
2024,September,9,White,Male,35-44,Less than High School,Retail,2118,1972,146,6.9
2024,September,9,White,Male,35-44,High School,Healthcare,4270,4134,136,3.2
2024,September,9,White,Male,35-44,High School,Finance,4168,4027,141,3.4
2024,September,9,White,Male,35-44,High School,Technology,4219,4110,109,2.6
2024,September,9,White,Male,35-44,High School,Education,4151,4010,141,3.4
2024,September,9,White,Male,35-44,High School,Retail,4083,3892,191,4.7
2024,September,9,White,Male,35-44,Some College,Healthcare,3574,3492,82,2.3
2024,September,9,White,Male,35-44,Some College,Finance,3419,3320,99,2.9
2024,September,9,White,Male,35-44,Some College,Technology,3477,3408,69,2.0
2024,September,9,White,Male,35-44,Some College,Education,3566,3474,92,2.6
2024,September,9,White,Male,35-44,Some College,Retail,3487,3348,139,4.0
2024,September,9,White,Male,35-44,Bachelor's+,Healthcare,4077,4016,61,1.5
2024,September,9,White,Male,35-44,Bachelor's+,Finance,4289,4221,68,1.6
2024,September,9,White,Male,35-44,Bachelor's+,Technology,4110,4057,53,1.3
2024,September,9,White,Male,35-44,Bachelor's+,Education,4204,4141,63,1.5
2024,September,9,White,Male,35-44,Bachelor's+,Retail,4087,4006,81,2.0
2024,September,9,White,Male,45-54,Less than High School,Healthcare,2031,1952,79,3.9
2024,September,9,White,Male,45-54,Less than High School,Finance,2011,1919,92,4.6
2024,September,9,White,Male,45-54,Less than High School,Technology,2026,1954,72,3.6
2024,September,9,White,Male,45-54,Less than High School,Education,2040,1955,85,4.2
2024,September,9,White,Male,45-54,Less than High School,Retail,2025,1892,133,6.6
2024,September,9,White,Male,45-54,High School,Healthcare,3950,3832,118,3.0
2024,September,9,White,Male,45-54,High School,Finance,4070,3944,126,3.1
2024,September,9,White,Male,45-54,High School,Technology,3912,3823,89,2.3
2024,September,9,White,Male,45-54,High School,Education,4100,3973,127,3.1
2024,September,9,White,Male,45-54,High School,Retail,4055,3869,186,4.6
2024,September,9,White,Male,45-54,Some College,Healthcare,3391,3314,77,2.3
2024,September,9,White,Male,45-54,Some College,Finance,3289,3211,78,2.4
2024,September,9,White,Male,45-54,Some College,Technology,3269,3201,68,2.1
2024,September,9,White,Male,45-54,Some College,Education,3249,3165,84,2.6
2024,September,9,White,Male,45-54,Some College,Retail,3334,3221,113,3.4
2024,September,9,White,Male,45-54,Bachelor's+,Healthcare,4107,4058,49,1.2
2024,September,9,White,Male,45-54,Bachelor's+,Finance,3977,3930,47,1.2
2024,September,9,White,Male,45-54,Bachelor's+,Technology,4061,4013,48,1.2
2024,September,9,White,Male,45-54,Bachelor's+,Education,3935,3880,55,1.4
2024,September,9,White,Male,45-54,Bachelor's+,Retail,3880,3799,81,2.1
2024,September,9,White,Male,55+,Less than High School,Healthcare,2100,2019,81,3.9
2024,September,9,White,Male,55+,Less than High School,Finance,2036,1951,85,4.2
2024,September,9,White,Male,55+,Less than High School,Technology,2071,2001,70,3.4
2024,September,9,White,Male,55+,Less than High School,Education,2123,2034,89,4.2
2024,September,9,White,Male,55+,Less than High School,Retail,2149,2016,133,6.2
2024,September,9,White,Male,55+,High School,Healthcare,4193,4089,104,2.5
2024,September,9,White,Male,55+,High School,Finance,4245,4122,123,2.9
2024,September,9,White,Male,55+,High School,Technology,4089,4000,89,2.2
2024,September,9,White,Male,55+,High School,Education,4197,4084,113,2.7
2024,September,9,White,Male,55+,High School,Retail,4083,3900,183,4.5
2024,September,9,White,Male,55+,Some College,Healthcare,3488,3412,76,2.2
2024,September,9,White,Male,55+,Some College,Finance,3555,3470,85,2.4
2024,September,9,White,Male,55+,Some College,Technology,3548,3488,60,1.7
2024,September,9,White,Male,55+,Some College,Education,3516,3439,77,2.2
2024,September,9,White,Male,55+,Some College,Retail,3581,3460,121,3.4
2024,September,9,White,Male,55+,Bachelor's+,Healthcare,4234,4192,42,1.0
2024,September,9,White,Male,55+,Bachelor's+,Finance,4137,4075,62,1.5
2024,September,9,White,Male,55+,Bachelor's+,Technology,4234,4188,46,1.1
2024,September,9,White,Male,55+,Bachelor's+,Education,4249,4199,50,1.2
2024,September,9,White,Male,55+,Bachelor's+,Retail,4100,4027,73,1.8
2024,September,9,White,Female,20-24,Less than High School,Healthcare,1005,908,97,9.7
2024,September,9,White,Female,20-24,Less than High School,Finance,1032,916,116,11.3
2024,September,9,White,Female,20-24,Less than High School,Technology,1007,921,86,8.6
2024,September,9,White,Female,20-24,Less than High School,Education,1021,916,105,10.3
2024,September,9,White,Female,20-24,Less than High School,Retail,990,834,156,15.8
2024,September,9,White,Female,20-24,High School,Healthcare,2007,1869,138,6.9
2024,September,9,White,Female,20-24,High School,Finance,2036,1876,160,7.9
2024,September,9,White,Female,20-24,High School,Technology,2054,1933,121,5.9
2024,September,9,White,Female,20-24,High School,Education,2088,1932,156,7.5
2024,September,9,White,Female,20-24,High School,Retail,1982,1759,223,11.3
2024,September,9,White,Female,20-24,Some College,Healthcare,1736,1643,93,5.4
2024,September,9,White,Female,20-24,Some College,Finance,1726,1621,105,6.1
2024,September,9,White,Female,20-24,Some College,Technology,1652,1572,80,4.9
2024,September,9,White,Female,20-24,Some College,Education,1677,1584,93,5.6
2024,September,9,White,Female,20-24,Some College,Retail,1710,1558,152,8.9
2024,September,9,White,Female,20-24,Bachelor's+,Healthcare,2039,1976,63,3.1
2024,September,9,White,Female,20-24,Bachelor's+,Finance,2081,2009,72,3.5
2024,September,9,White,Female,20-24,Bachelor's+,Technology,2053,1998,55,2.7
2024,September,9,White,Female,20-24,Bachelor's+,Education,2066,1996,70,3.4
2024,September,9,White,Female,20-24,Bachelor's+,Retail,2024,1925,99,4.9
2024,September,9,White,Female,25-34,Less than High School,Healthcare,2011,1901,110,5.5
2024,September,9,White,Female,25-34,Less than High School,Finance,2027,1906,121,6.0
2024,September,9,White,Female,25-34,Less than High School,Technology,1975,1881,94,4.8
2024,September,9,White,Female,25-34,Less than High School,Education,2040,1918,122,6.0
2024,September,9,White,Female,25-34,Less than High School,Retail,2084,1901,183,8.8
2024,September,9,White,Female,25-34,High School,Healthcare,4044,3891,153,3.8
2024,September,9,White,Female,25-34,High School,Finance,3972,3798,174,4.4
2024,September,9,White,Female,25-34,High School,Technology,4049,3916,133,3.3
2024,September,9,White,Female,25-34,High School,Education,4021,3865,156,3.9
2024,September,9,White,Female,25-34,High School,Retail,4011,3759,252,6.3
2024,September,9,White,Female,25-34,Some College,Healthcare,3360,3253,107,3.2
2024,September,9,White,Female,25-34,Some College,Finance,3445,3325,120,3.5
2024,September,9,White,Female,25-34,Some College,Technology,3438,3342,96,2.8
2024,September,9,White,Female,25-34,Some College,Education,3323,3211,112,3.4
2024,September,9,White,Female,25-34,Some College,Retail,3390,3228,162,4.8
2024,September,9,White,Female,25-34,Bachelor's+,Healthcare,4054,3982,72,1.8
2024,September,9,White,Female,25-34,Bachelor's+,Finance,4093,4008,85,2.1
2024,September,9,White,Female,25-34,Bachelor's+,Technology,4110,4045,65,1.6
2024,September,9,White,Female,25-34,Bachelor's+,Education,4085,4020,65,1.6
2024,September,9,White,Female,25-34,Bachelor's+,Retail,4018,3902,116,2.9
2024,September,9,White,Female,35-44,Less than High School,Healthcare,1914,1830,84,4.4
2024,September,9,White,Female,35-44,Less than High School,Finance,1899,1806,93,4.9
2024,September,9,White,Female,35-44,Less than High School,Technology,1966,1890,76,3.9
2024,September,9,White,Female,35-44,Less than High School,Education,1915,1825,90,4.7
2024,September,9,White,Female,35-44,Less than High School,Retail,1960,1819,141,7.2
2024,September,9,White,Female,35-44,High School,Healthcare,3963,3849,114,2.9
2024,September,9,White,Female,35-44,High School,Finance,3894,3754,140,3.6
2024,September,9,White,Female,35-44,High School,Technology,3890,3778,112,2.9
2024,September,9,White,Female,35-44,High School,Education,3911,3782,129,3.3
2024,September,9,White,Female,35-44,High School,Retail,3761,3573,188,5.0
2024,September,9,White,Female,35-44,Some College,Healthcare,3228,3151,77,2.4
2024,September,9,White,Female,35-44,Some College,Finance,3302,3207,95,2.9
2024,September,9,White,Female,35-44,Some College,Technology,3317,3251,66,2.0
2024,September,9,White,Female,35-44,Some College,Education,3315,3226,89,2.7
2024,September,9,White,Female,35-44,Some College,Retail,3197,3076,121,3.8
2024,September,9,White,Female,35-44,Bachelor's+,Healthcare,3907,3853,54,1.4
2024,September,9,White,Female,35-44,Bachelor's+,Finance,3914,3860,54,1.4
2024,September,9,White,Female,35-44,Bachelor's+,Technology,3913,3867,46,1.2
2024,September,9,White,Female,35-44,Bachelor's+,Education,3832,3779,53,1.4
2024,September,9,White,Female,35-44,Bachelor's+,Retail,3828,3748,80,2.1
2024,September,9,White,Female,45-54,Less than High School,Healthcare,1871,1795,76,4.1
2024,September,9,White,Female,45-54,Less than High School,Finance,1871,1787,84,4.5
